EIN	Name
954723901	PUBLIC HEALTH ADVOCATES
954746042	CENTER FOR INTEGRATED FAMILY AND HEALTH SERVICES
954746420	UNICARE COMMUNITY HEALTH CENTER INC
954749034	NORTHRISE UNIVERSITY INITIATIVE
954764981	ST ANTHONY MEDICAL CENTERS
954773321	FAMILY HEALTH AND HOUSING FOUNDATION INC
954773684	ALL FOR HEALTH HEALTH FOR ALL
954779029	ALLIANCE FOR COLLEGE-READY PUBLIC SCHOOLS
954786748	CLAREMONT COLLEGES INC FKA CLAREMONT UNIVERSITY CONSORTIUM
954806856	CLARIS HEALTH
954826637	VILLAGE HEALTH FOUNDATION INC
954860047	AMERICA EVANGELICAL UNIVERSITY
954867366	UNIVERSITY OF SOUTHERN CALIFORNIA HILLEL FOUNDATION
956000171	ASSOCIATED STUDENTS POMONA COLLEGE
956001907	MASTERS UNIVERSITY AND SEMINARY
956002328	PACIFIC COAST UNIVERSITY SCHOOL OF LAW
956002998	VANGUARD UNIVERSITY OF SO CAL
956003956	SOUTH BAY CHILDRENS HEALTH CENTER
956006684	ASSOCIATED STUDENTS UNIVERSITY OF CALIFORNIA RIVERSIDE
956006691	ASSOCIATED STUDENTS CALIFORNIA STATE UNIVERSITY FULLERTON INC
956016968	HUNTINGTON MEMORIAL HOSPITAL FLINTRIDGE LA CANADA GUILD
956024160	SAG-AFTRA HEALTH PLAN
956027688	COLLIS P AND HOWARD HUNTINGTON MEMORIAL HOSPITAL TRUST
956034886	OPERATING ENGINEERS HEALTH AND WELFARE FUND
956035138	SANTA MONICA UNITE HERE HEALTH BENEFIT PLAN
956035916	SAN DIEGO ELECTRICAL HEALTH AND WELFARE
956041102	BRICK MASONS HEALTH AND WELFARE TRUST FUND
956041105	AIRCONDITIONING AND REFRIGERATION INDUSTRY HEALTH AND WELFARE TRUST FUND
956042583	MOTION PICTURE INDUSTRY HEALTH PLAN
956042622	ASSOCIATED STUDENTS OF SAN DIEGO STATE UNIVERSITY
956042721	SAN DIEGO STATE UNIVERSITY FOUNDATION SDSU RESEARCH FOUNDATION
956042873	JOINT BOARD OF TRUSTEES SOUTHWEST CARPENTERS HEALTH AND WELFARE TRUST
956042883	CEMENT MASONS SOUTHERN CALIFORNIA HEALTH AND WELFARE FUND
956043942	DAIRY EMPLOYEES UNION LOCAL 17 CLA EMPLOYEES HEALTH AND WELFARE TRUST
956047601	OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCALS 30 AND 537 HEALTH AND WELFARE FUND
956047779	SANTA MONICA COLLEGE FOUNDATION
956047878	SOUTHERN CALIFORNIA LOCAL 831 - EMPLOYER HEALTH FUND
956048924	BAKERS UNION LOCAL 37 HEALTH AND WELFARE FUND
956050344	KAVKAZ CULTURAL CENTER OF CALIFORNIA
956051253	AUXILIARY OF THE HOSPITAL OF THE GOOD SAMARTIAN
956052259	SHEET METAL WORKERS HEALTH PLAN OF SOUTHERN CALIFORNIA ARIZONA AND NEVADA
956053224	AUXILIARY OF POMONA VALLEY HOSPITAL MEDICAL CENTER
956053542	KERN COUNTY ELECTRICAL WORKERS HEALTH AND WELFARE TRUST
956054308	ACHIEVEMENT REWARDS FOR COLLEGE SCIENTISTS FOUNDATION INC LA CHAPTER
956055533	TRI CITY HOSPITAL AUXILIARY
956067343	UNIVERSITY ENTERPRISES CORPORATION AT CSUSB
956068285	WAREHOUSEMENS HEALTH AND WELFARE FUND
956068402	MILLER CHILDRENS HOSPITAL LONG BEACH AUXILIARY INC
956074793	ALPHA GAMMA SIGMA THE CA JUNIOR COLLEGE HONOR SCHOLARSHIP SOCIETY
956077327	SHARP HEALTHCARE
956092809	EMOTIONAL HEALTH ASSOCIATION
956092824	HARBOR UCLA MEDICAL CENTER GUILD
956093677	LABORERS HEALTH AND WELFARE TRUST FUND FOR SOUTHERN CALIFORNIA
956093752	HEAT AND FROST INSULATORS AND ASBESTOS WORKERS HEALTH AND WELFARE TRUST FUND
956094128	PALOMAR COLLEGE FOUNDATION
956095412	SAN DIEGO COUNTY VETERINARY MEDICAL
956095802	COAST COMMUNITY COLLEGE DISTRICT FOUNDATION
956096141	VENTURA CO MEDICAL RESOURCE FOUNDATION
956096710	REDLANDS COMMUNITY HOSPITAL AUXILIARY
956096726	SOUTHERN CALIFORNIA FLOOR COVERING HEALTH AND WELFARE TRUST FUND
956097903	WOMENS GUILD CEDARS-SINAI MEDICAL CENTER
956098253	FULLERTON COLLEGE FOUNDATION
956100079	SAINT JOHN S HOSPITAL AND HEALTH CENTER FOUNDATION
956100367	IATSE LOCAL 504 HEALTH AND WELFARE TRUST FUND
956100518	CALIFORNIA HEALTH INFORMATION ASSN
956104419	PRICE-POTTENGER NUTRITION FNDN DBA AMERICAN HEALTH AND NUTRITION FNDN
956105984	MEMORIAL MEDICAL CENTER FOUNDATION
956106694	CALIFORNIA STATE UNIVERSITY LONG BEACH RESEARCH FOUNDATION
956111507	AUXILIARY OF RIVERSIDE COUNTY REGIONAL MEDICAL CENTER
956112900	CALIFORNIA STATE UNIVERSITY LOS ANGELES ALUMNI ASSOCIATION INC
956115404	INLAND REFRIGERATION AND AIR CONDITIONING HEALTH AND WELFARE TRUST FUND
956120530	HI-DESERT MEMORIAL HOSPITAL INC
956120642	IMPERIAL VALLEY COLLEGE FOUNDATION
956123757	CALIFORNIA STATE UNIVERSITY FOUNDATION
956125213	INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LO 33 HEALTH AND WELFARE TRUST FUND
956126562	ASSOCIATED STUDENTS CALIFORNIA STATE UNIVERSITY SAN BERNARDINO
956131483	TRI-CITY HOSPITAL FOUNDATION
956140101	SOUTHERN CALIFORNIA IBEW-NECA HEALTH TRUST FUND
956141039	UNIVERSITY COMMUNITY ASSOCIATION
956149459	TEAMSTERS HEALTH AND WELFARE TRUST FOR SAN DIEGO COUNTY
956151774	CHARLES R DREW UNIVERSITY OF MEDICINE AND SCIENCE
956151938	MIRACOSTA COLLEGE FOUNDATION
956185330	LOS ANGELES COLLEGE FACULTY GUILD AFT LOCAL 1521
956189820	ASHER STUDENT FOUNDATION UNIVERSITY OF CALIFORNIA LOS ANGELES
956194487	SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER INC
956196006	CALIFORNIA STATE UNIVERSITY NORTHRIDGE FOUNDATION
956196019	MEXICAN MEDICAL INC
956196020	MT SAN ANTONIO COLLEGE FOUNDATION
956207819	LOS ANGELES CITY COLLEGE FOUNDATION
956209196	SOUTHERN CALIFORNIA CHAPTER OF AMERICAN COLLEGE OF SURGEONS
956209198	SANTA ANA COLLEGE FOUNDATION COLLEGE FOUNDATION
956219104	BEVERLY COMMUNITY HOSPITAL GUILD
956289239	IPM HEALTH AND WELFARE TRUST OF CALIFORNIA
956533976	AUXILIARY OF HOAG MEMORIAL HOSPITAL PRESBYTERIAN INC
956601791	SAN DIEGO THEATRICAL GROUP INSURANCE TRUST HEALTH AND WELFARE FUND
956803513	CONSOLIDATED ELECTRICAL DISTRIBUTORS INC HEALTH AND WELFARE BENEFIT PLAN
956975448	LABOR MANAGEMENT UNIVERSAL HEALTH BENEFITS TRUST FUND
956981704	SOUTHERN CALIFORNIA GAS CO VEBA UNREPRESENTED RETIREE MEDICAL TRUST
957003558	MONROVIA POLICE ASSOCIATION RETIREE MEDICAL REIMBURSEMENT PLAN AND TRUST
957008736	IBEW LOCAL 18 HEALTH AND WELFARE TRUST
957044042	GSWC COLLECTIVELY BARGAINED RETIREE MEDICAL TRUST
957044043	GSWC RETIREE MEDICAL TRUST
957067743	PASADENA POLICE RETIRED MEDICAL TRUST
957076179	BEVERLY HILLS FIREMENS ASSOC POST- RETIREMENT MEDICAL BENEFIT PLAN AND TRUST
957110165	SANTA MONICA FIREFIGHTERS HEALTH BENEFIT TRUST
980020281	EUROPEAN COUNCIL OF INTERNATIONAL SCHOOLS INC 
980038349	CARLETON UNIVERSITY RETIREMENT PLAN
980040652	UNIVERSITY OF BRITISH COLUMBIA FACULTY PENSION PLAN
980042539	UNIVERSITY OF REGINA
980058511	UNIVERSITY OF BRITISH COLUMBIA STAFF PENSION PLAN
980072997	JOHN CABOT UNIVERSITY
980085912	SHOWA WOMENS UNIVERSITY INC
980127844	ALBERTA BIBLE COLLEGE
980148939	UNIVERSITY OF AUCKLAND
980158310	HAITIAN GLOBAL HEALTH ALLIANCE
980233371	HAIGAZIAN UNIVERSITY INC
980343815	ASSOCIATED HEALTH ASSURANCE LTD
980354404	ST MICHAELS UNIVERSITY SCHOOL SOCIETY
980363136	PHPAECHL HEALTH AND WELFARE TRUST
980391928	TEL AVIV UNIVERSITY
980477422	CHINESE UNIVERSITY OF HONG KONG FOUNDATION INC CO GMA FOUNDATIONS
980534416	AMERICAN FRIENDS OF SINGAPORE MANAGEMENT UNIVERSITY INC
980681431	EMBRY-RIDDLE AERONAUTICAL UNIVERSITY ASIA LTD
981051444	GLOBAL HEALTH INVESTMENT CORPORATION
981263645	UNIVERSITY OF ONTARIO INSTITUTE OF TECHNOLOGY
981324087	HEALTH STRATEGY AND DELIVERY FOUNDATION HSDF
981358092	SAINT MARYS UNIVERSITY
986000971	UNIVERSITY HEALTH NETWORK
986001062	CHANCELLOR MASTER AND SCHOLARS OF THE UNIVERSITY OF OXFORD
986001141	UNIVERSITY OF TORONTO
986001269	LEBANESE AMERICAN UNIVERSITY
986001311	PRESIDENT AND SCHOLARS OF THE COLLEGE OF SAINT MARY MAGDALEN IN THE UNIV
986001339	MERTON COLLEGE
986001623	UNIVERSITY OF WESTERN ONTARIO
986005163	BISHOPS COLLEGE SCHOOL FOUNDATION
990067306	HAWAII MEDICAL ASSOCIATION
990073499	HONOLULU COUNTY MEDICAL SOCIETY
990073526	ST FRANCIS MEDICAL CENTER
990073529	WAHIAWA HOSPITAL ASSOCIATION INC
990076458	MENTAL HEALTH AMERICA OF HAWAII
990080460	HALE MAKUA HEALTH SERVICES
990085260	UNIVERSITY OF HAWAII FOUNDATION
990104618	HAWAII ELECTRICIANS HEALTH AND WELFARE FUND
990105817	HEALTHCARE ASSOCIATION OF HAWAII
990111510	HAWAII BOILERMAKERS-204 HEALTH AND WELFARE FUND
990113930	HAWAII PACIFIC UNIVERSITY
990115515	HAMAKUA HEALTH CENTER INC
990148164	WAIANAE DISTR COMPREHENSIVE HEALTH AND HOSPITAL BOARD INC
990149414	KLINE WELSH BEHAVIORAL HEALTH FOUND
990154505	MENTAL HEALTH KOKUA
990156407	UNIVERSITY OF HAWAII PROFESSIONAL ASSEMBLY
990157509	SONOMA STATE UNIVERSITY FOUNDATION
990159253	WAIKIKI HEALTH
990161221	KALIHI-PALAMA HEALTH CENTER HALE HOOLA HOU
990166475	HAWAII IRON WORKERS HEALTH AND WELFARE PLAN
990204242	WILCOX HEALTH FOUNDATION
990206653	PHILIPPINE MEDICAL ASSOCIATION OF HAWAII
990213908	HAWAII TAPERS HEALTH AND WELFARE TRUST
990225140	KUAKINI HEALTH SYSTEM
990233964	KONA HOSPITAL FOUNDATION
990234811	ALOHA MEDICAL MISSION
990235066	MARIMED FOUNDATION FOR ISLAND HEALTH CARE TRAINING
990238120	QUEENS HEALTH SYSTEMS
990240059	ST FRANCIS HEALTHCARE SYSTEM OF HAWAII
990240060	ST FRANCIS HEALTHCARE FOUNDATION OF HAWAII
990240539	UNIVERSITY OF THE NATIONS KONA INC
990241634	REHABILITATION HOSPITAL OF THE PACIFIC FOUNDATION
990246363	HAWAII PACIFIC HEALTH
990246364	KAPIOLANI HEALTH FOUNDATION
990254703	HONOLULU UNIVERSITY OF ARTS
990255042	HAWAII TOKAI INTERNATIONAL COLLEGE
990256258	WAIANAE COAST COMMUNITY MENTAL HEALTH CENTER INC
990260914	MALAMA PONO HEALTH SERVICES FKA MALAMA PONO-KAUAI AIDS PROJECT
990265672	HAWAII VETERINARY MEDICAL ASSOCIATI
990269654	PECA-HEW HEALTH AND WELFARE FUND
990271348	UNITED HAWAII COLLEGE
990272261	CHAMINADE UNIVERSITY OF HONOLULU
990272310	UNIVERSITY OF HAWAII ALUMNI ASSOCIATION
990273205	WAIMANALO HEALTH CENTER
990281185	PACIFIC HEALTH MINISTRY
990284222	COMMUNITY HEALTH OUTREACH WORK TO PREVENT AIDS
990299264	HEALTHY MOTHERS HEALTHY BABIES COALITION OF HAWAII
990307152	UNIVERSITY CLINICAL EDUCATION AND RESEARCH ASSOCIATES UCERA
990312283	PACIFIC HEALTH RESEARCH AND EDUCATION INSTITUTE
990322406	KAPIOLANI MEDICAL SPECIALISTS
990323155	HILO MEDICAL CENTER FOUNDATION
990325194	ST FRANCIS COMMUNITY HEALTH SERVICES
990326099	KAUAI MEDICAL CLINIC
990326154	HANA HEALTH
990327446	HAWAII INSTITUTE OF INTEGRATIVE HEALTH
990330698	MAUI MEMORIAL MEDICAL CENTER FOUNDATION INC
990332609	COMMUNITY HEALTH EDUCATION AND EVALUATION PARTNERS
990337948	NA LEI WILI AREA HEALTH EDUCATION CENTER
990339302	SHIDLER COLLEGE OF BUSINESS ALUMNI ASSOCIATION
990353649	WAIPAHU COMMUNITY ADULT DAY HEALTH AND YOUTH DAY CARE CENTER
990382289	CENTRAL AMERICAN HEALTHCARE INITIATIVE INC
990384215	ANGKOR HOSPITAL FOR CHILDREN INC
996002291	LUCY K HENRIQUES TRUST CO THE QUEENS HEALTH SYSTEMS
996006907	ROOFERS UNION LOCAL 221 HEALTH AND WELFARE PLAN
996007611	PAINTING INDUSTRY OF HAWAII HEALTH AND WELFARE
996008823	AFL HOTEL AND RESTAURANT WORKERS HEALTH AND WELFARE PLAN
996009135	TEAMSTERS HEALTH AND WELFARE TRUST FUND
996009435	PAMCAH-UA LOCAL 675 HEALTH AND WELFARE FUND
996014747	MASONS HEALTH AND WELFARE TRUST FUND
996014749	HAWAII LABORERS HEALTH AND WELFARE PLAN
996014752	HAWAII CARPENTERS HEALTH AND WELFARE FUND
996017123	HAWAII INSULATORS HEALTH AND WELFARE PLAN
996017331	HAWAII GLAZIERS HEALTH AND WELFARE TRUST FUND
996046220	LOCAL 665 IATSE HEALTH AND WELFARE PLAN
043266103	PHYSICIANS ORGANIZATION AT CHILDRENS HOSPITAL INC
020397338	VALLEY REGIONAL HEALTHCARE INC
060994703	HARTFORD COMMUNITY MENTAL HEALTH CENTER
061018979	HISPANIC HEALTH COUNCIL INC
010594994	COOPERATIVE HEALTHCARE SERVICES INC
010518520	NORTHEAST OSTEOPATHIC MEDICAL EDUCATION NETWORK
030219658	LAMOILLE COUNTY MENTAL HEALTH
043165044	BROCKTON NEIGHBORHOOD HEALTH CENTER INC
061479282	BARNES GROUP INC RETIREE MEDICAL PLAN VOLUNTARY EMPLOYEE BENEFIT ASSOCIATION
050401176	RHODE ISLAND MEDICAL SOCIETY FOUNDATION
030186089	CENTRAL VERMONT HOME HEALTH AND HOSPICE INC
050509160	OCCUPATIONAL AND ENVIRONMENTAL HEALTH CENTER OF RHODE ISLAND
061043412	WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH
066006823	VERMONT VETERINARY MEDICAL ASSOCIATION
010680401	HOPE HEALTH CENTER INC
061531384	CONNECTICUT WOMENS CONSORTIUM INC WITH BEHAVIORAL HEALTH NEEDS
042103852	SOMERVILLE HOSPITAL
010540292	KONBIT SANTE CAP HAITIEN HEALTH PARTNERS
043364080	HEALTHY AT HOME INC
010567661	ASIAN HUMAN SERVICES FAMILY HEALTH CENTER INC
020262504	MORRISON HOSPITAL ASSOCIATION
020503184	NORTH COUNTRY HEALTH CONSORTIUM INC
020273178	PEMI-BAKER COMMUNITY HEALTH
046063728	BSA-ILA HEALTH WELFARE AND CLINIC FUND
016231970	MEDICAL EXPENSE REIMBURSEMENT PLAN OF THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST
060983682	AUX OF THE LAWRENCE AND MEMORIAL HOSPITAL
061498630	INTERNATIONAL UNION OF BRICKLAYERS AND ALLIED CRAFTWORKERS LOCAL 1 HEALTH FUND
010897469	SEIU HEALTHCARE MICHIGAN
010386913	CENTRAL MAINE HEALTHCARE CORPORATION
042901664	BOARD OF REGENTS OF HIGHER EDUCATION MA TEACHERS ASSOC HEALTH AND WELFARE FUND
050479001	RHODE ISLAND HOSPITAL UNAP LOCAL 5098
042226511	TEAMSTERS UNION 25 HEALTH SERVICES AND INSURANCE PLAN
043224486	MENTAL HEALTH PROGRAMS INC VIII
046063733	HEALTH AND WELFARE TRUST FUND LOCAL 103 IBEW
060711441	IBT LOCAL 145 HEALTH SERVICES INSURANCE PLAN
020272138	LAKES REGION MENTAL HEALTH CENTER INC
060878220	UNITED UNION OF ROOFERS WATERPROOFERS AND ALLIED WORKERS LOCAL 12 HEALTH FUND
030362455	COPLEY HOUSE INC CO LAMOILLE COUNTY MENTAL HEALTH
050555407	NH COMMUNITY BEHAVIORAL HEALTH
042678774	CODMAN SQUARE HEALTH CENTER INC
061078051	HEAT AND FROST INSULATORS LOCAL NO 33 HEALTH FUND
010353275	MARTINS POINT HEALTH CARE INC
020492976	HEALTHFIRST FAMILY CARE CENTER INC
061023013	SOUTHWEST COMMUNITY HEALTH CENTER
043845053	HEALTHCARE PURCHASER ALLIANCE OF MAINE
043487205	HEALTH CARE WITHOUT WALLS INC
010227184	ANDROSCOGGIN HOME HEALTH SERVICES INC
043160480	BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC
020453814	NEW HAMPSHIRE PUBLIC HEALTH ASSOCIATION
043454185	COMMUNITY MEDICAL ALLIANCE INC
060991885	SERVICE EMPLOYEES INTERNATIONAL UNION 1199 NEW ENGLAND HEALTH CARE EMPLOYEE
043237982	SPECTRUM HOME HEALTH AND HOSPICE CARE INC
020222126	EXETER HEALTH RESOURCES INC
043481920	GLOBAL HEALTH COMMITTEE INC
043739083	ST MARYS HEALTH WAGON INC
010216933	MAINE MEDICAL ASSOCIATION
010371991	EAGLE LAKE REGIONAL HEALTH CENTER
020262862	SEACOAST MENTAL HEALTH CENTER INC
043298116	HEALTH LAW ADVOCATES INC
061645027	SHALOM HEALTH CARE CENTER INC
043030633	BERKSHIRE HEALTHCARE SYSTEMS INC
030164911	VERMONT MEDICAL SOCIETY
060665164	CONNECTICUT STATE MEDICAL SOCIETY INC
043104662	NEW ENGLAND SOCIETY FOR HEALTHCARE COMMUNICATIONS INC
010441229	DOWN EAST AIDS NETWORK INC HEALTH EQUITY ALLIANCE
061787661	MARIN CITY HEALTH AND WELLNESS CENTER
020732220	COLORADO ALLIANCE FOR HEALTH EQUITY AND
010482076	MAINE VETERINARY MEDICAL ASSOCIATION INC
010967873	VILLAGE HEALTH PARTNERSHIP
042658109	WESTERN MASSACHUSETTS EMERGENCY MEDICAL SERVICES COMMITTEE INC
050309043	GATEWAY HEALTHCARE INC
043116067	MASSACHUSETTS COUNCIL OF COMMUNITY HOSPITALS INC
042810972	MEDICAL CARE OF BOSTON MANAGEMENT CORP DBA BETH ISRAEL DEACONESS HEALTHCARE
050487616	HEALTHCENTRIC ADVISORS INC
042103583	VALLEY HEALTH SYSTEMS INC
043713051	ASHLAND COUNTY ORAL HEALTH SERVICES
043147584	MASSACHUSETTS CORRECTION OFFICERS HEALTH AND WELFARE FUND
042888373	BAYSTATE MEDICAL PRACTICES INC
061526642	GREENWICH HOSPITAL ENDOWMENT FUND INC
043542817	MASSACHUSETTS HEALTH QUALITY PARTNERS INC
066038108	AUXILIARY FOR COMMUNITY HEALTH
061450168	TRINITY HEALTH OF NEW ENGLAND PROVIDER NETWORK ORGANIZATION INC
060683663	LOCAL 559 HEALTH SERVICE AND INSURANCE PLAN
061491191	TRINITY HEALTH OF NEW ENGLAND CORPORATION INC
042103587	MELROSEWAKEFIELD HEALTHCARE PARENT CORPORATION
050508064	WESTERLY HOSPITAL FOUNDATION INC
010430069	MID COAST-PARKVIEW HEALTH
050259111	VISITING NURSE OF HOPEHEALTH
020598440	GEORGETOWN HOSPITAL SYSTEM
061008255	SAINT FRANCIS HOSPITAL AND MEDICAL CENTER FOUNDATION INC
042105926	SOUTH SHORE HEALTH SYSTEM INC
010411761	AREA IV MENTAL HEALTH SERVICES COAL
043204112	HOSPITALITY HOMES INC
042731137	NORTHEAST SENIOR HEALTH CORPORATION
043201853	NORTHEAST MEDICAL PRACTICE INC
061137531	WESTERN CONNECTICUT MEDICAL GROUP INC
020438264	CAPITAL REGION HEALTH VENTURES CORP
010349706	ONPOINT HEALTH DATA
060690083	LOCAL 443 HEALTH SVCE AND INS PLAN
042743834	FAMILY HEALTH CENTER REALTY INC
042622756	GANDARA MENTAL HEALTH CENTER INC
030538912	EAST TEXAS BORDER HEALTH CLINIC GENESIS PRIMECARE
043294359	AMEREN HEALTH AND WELFARE TRUST
020703686	BEACON CHRISTIAN COMMUNITY HEALTH CENTER INC
060983534	UNIVERSITY HEALTH PROFESSIONALS AFT LOCAL 3837
046744659	NBEA HEALTH AND WELFARE FUND
030329309	VERMONT FEDERATION OF FAMILIES FOR CHILDRENS MENTAL HEALTH INC
050347684	RHODE ISLAND HEALTH CARE ASSOC
066040747	HARTFORD HOSPITAL AUXILIARY CO HARTFORD HOSPITAL
061310204	HEBREW HEALTH CARE FOUNDATION INC
043024145	NEW ENGLAND MEDICAL EQUIPMENT DEALERS ASSOC INC
042663394	HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND INC
010693679	LONG ISLAND MEDICAL FOUNDATION INC DBA NUHEALTH FOUNDATION
043235427	MASSACHUSETTS BAY HEALTH CARE TRUST FUND
061018202	WESTPORT VOLUNTEER EMERGENCY MEDICAL SERVICES INC
060999696	ALLIANCE FOR CONTINUING EDUCATION IN THE HEALTH PROFESSIONS INC
042600042	HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC
010657461	MARYLAND COMMUNITY HEALTH INITIATIVES INC
050474726	RHODE ISLAND PUBLIC HEALTH FOUNDATION
061028806	CENTRAL AREA HEALTH EDUCATION CENTER INC
061506197	CHILDRENS CENTER OF GREATER WATERBURY HEALTH NETWORK INC
010283794	MAINE HEALTH CARE ASSOCIATION
042446420	ST CAMILLUS HEALTH CENTER INC
030284813	SPRINGFIELD MEDICAL CARE SYSTEMS INC
046075905	MASSACHUSETTS MEDICAL SOCIETY CHARITABLE AND EDUCATIONAL FUND
043086647	INSTITUTE FOR HEALTH AND RECOVERY INC
042157164	PLUMBERS UNION LOCAL 12 WELFARE PLAN HEALTH AND WELFARE FUND
061417219	ELECTRONIC HEALTHCARE NETWORK ACCREDITATION COMMISSION
042810022	TUFTS MEDICAL CENTER PARENT INC
010489824	WESTERN MAINE MULTI-MEDICAL SPECIALISTS
020575163	WALNUT STREET COMMUNITY HEALTH CENTER INC
061172441	HARTFORD GAY AND LESBIAN HEALTH COLLECTIVE INC
043240453	NORTHEAST HEALTH SYSTEM INC
043326928	CARL J SHAPIRO INSTITUTE FOR EDUCATION AND RESEARCH AT HARVARD MEDICAL SCHOOL
060890298	CONNECTICUT HEALTHCARE RESEARCH AND EDUCATION FOUNDATION INCORPORATED
043127730	WESTFIELD MEDICAL CORPORATION DBA NOBLE MEDICAL GROUP
042104323	HOSPITAL COTTAGES FOR CHILDREN
020348630	FRIENDS OF LAMPREY HEALTH CARE INC
010584930	RICHMOND COUNTY MEDICAL SOCIETY
020312941	LINWOOD MEDICAL CENTER
020509911	ELLIOT HEALTH SYSTEM
043523743	BOSTON STATE HOSPITAL CITIZENS ADVISORY COMMITTEE INC
043601189	RIDDLE HEALTHCARE FOUNDATION
043549011	BAYSTATE HEALTH FOUNDATION INC
020458174	MANCHESTER COMMUNITY HEALTH CENTER
042936321	HEALTH AND SOCIAL SERVICES CONSORTIUM INC
016021203	MILBRIDGE MEDICAL CENTER
042103805	JORDAN HEALTH SYSTEMS INC
043178972	LAHEY HEALTH SHARED SERVICES INC
043828416	OUR LADY OF ANGELS ST JOSEPHS MEDICAL CLINIC INC
050258959	ROGER WILLIAMS MEDICAL CENTER
043399570	WINCHESTER HOSPITAL FOUNDATION INC
030179435	SOUTHWESTERN VERMONT HEALTH CARE CORPORATION
060689974	LOCAL 191 HEALTH SERVICE AND INSURANCE PLAN
010500734	ARNOLD MEMORIAL MEDICAL BUILDING SOCIETY
026005989	NUTT HOSPITAL ASSOCIATION CO DAVID E TULLY AND ASSOCIATES PA
043060989	HAITIAN AMERICAN PUBLIC HEALTH INITIATIVES INC
061135999	HAITIAN HEALTH FOUNDATION INC
043092679	VISITING NURSE AND COMMUNITY HEALTH FOUNDATION INC
061534092	HOSPITAL FOR SPECIAL CARE FOUNDATION INC
016010506	UA LOCAL 716 HEALTH AND WELFARE TRUST FUND
030264240	CENTRAL VERMONT MEDICAL CENTER AUXILIARY
043642997	SUTTON COUNTY HEALTH FOUNDATION
043745805	GOOD HEALTH CLINIC INC
050420932	RHODE ISLAND LIFE AND HEALTH INSURANCE GUARANTY ASSOCIATION
030455203	GASTON AND PORTER HEALTH IMPROVEMENT CENTER INC
016012835	ISLANDS COMMUNITY MEDICAL SERVICES
060384010	HARTFORD MEDICAL SOCIETY
043273530	NORTHEAST HEALTH GROUP INC
016022815	ISLAND HEALTH AND WELLNESS FOUNDATION
041400482	GREENFIELD HEALTH CAMP INC
050422193	SUBSTANCE USE AND MENTAL HEALTH LEADERSHIP COUNCIL OF RI
042646695	MANET COMMUNITY HEALTH CENTER INC
042167074	PIPEFITTERS UNION LOCAL NO 537 HEALTH AND WELFARE FUND
061755228	MERIDIAN MEDICAL GROUP-RETAIL CLINIC PC
050391681	RHODE ISLAND PUBLIC EMPLOYEES HEALTH SERVICES FUND
043625680	WISE HEALTH FOUNDATION
043207706	AWW CO INC AND POST RETIREMENT MEDICAL TRUST NON BARGAINING
042946668	MASSACHUSETTS STATE HEALTH CARE PROFESSIONALS DENTAL FUND
060677728	WINDHAM COMMUNITY MEMORIAL HOSPITAL WOMENS AUXILIARY INC
061414026	CT ASSOCIATION OF HEALTH PLANS INC CO ROBINSON AND COLE
020429749	CAPITAL REGION HEALTH CARE DEVELOPMENT CORP
046004286	VINCENT MEMORIAL HOSPITAL CO WILLIAM R BAKER JR
030346949	GOOD NEIGHBOR HEALTH CLINIC INC
026006214	ELLIOT HOSPITAL ASSOCIATES
010719207	FIRST MEDICAL INSURANCE COMPANY RRG
061674223	NORTHWEST LANSING HEALTHY COMMUNITIES INITIATIVE
016017053	MAINE MEDICAL EDUCATION FOUNDATION
061297708	SOUTHERN CONNECTICUT HEALTH SYSTEM PROPERTIES INC
042576267	NATIONAL ASSOCIATION OF EMERGENCY MEDICAL TECHNICIANS INC
042510564	FENWAY COMMUNITY HEALTH CENTER INC
042445020	NEW ENGLAND VETERINARY MEDICAL ASSOC INC
030360193	SOUTHERN VERMONT AREA HEALTH EDUCATION CENTER INC
043241307	BIOMEDICAL SCIENCE CAREERS PROGRAM INC
061076952	VMS CONSTRUCTION COMPANY HEALTH AND INSURANCE FUND
043397450	ATRIUS HEALTH INC
047024781	UNIVERSITY OF THE SCIENCES RETIREE HEALTH
010366970	SHEEPSCOT VALLEY REGIONAL HEALTH CENTER
043201637	HEALTHY CHILDREN PROJECT INC
046116422	SHEETMETAL WORKERS LOCAL UNION 63 HEALTH AND WELFARE FUND
042674079	TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION INC
043294272	AMEREN MANAGEMENT HEALTH TRUST
020642001	UFCW LOCAL 1000 OKLAHOMA HEALTH AND WELFARE FUND
061172811	MADISON AMBULANCE ASSOCIATION INC DBA MADISON EMERGENCY MEDICAL SERVICES
046040880	IUOE LOCAL 4 HEALTH AND WELFARE PLAN
061755230	MERIDIAN MEDICAL GROUP-FACULTY PRACTICE PC
010211546	COMMUNITY HEALTH AND NURSING SERVICES
020813294	HARRISONBURG COMMUNITY HEALTH CENTER
