EIN	Name	TotalFunctionalExpenses
590624414	MIAMI JEWISH HEALTH SYSTEMS INC	93544392
590624424	MOUNT SINAI MEDICAL CENTER OF	676254137
590624449	St Vincent's Medical Center Inc	457334918
590624458	University of Miami	3968695786
590624462	MORTON PLANT HOSPITAL ASSOCIATION INC	783993583
590634433	THE NEMOURS FOUNDATION	1350209983
590634434	Sacred Heart Health System Inc	958340724
590637874	Martin Memorial Medical Center Inc	568624402
590638499	Variety Children's Hospital	606817946
590657322	BAPTIST HOSPITAL INC	611487486
590675143	FLAGLER HOSPITAL INC	275122005
590683252	JOHNS HOPKINS ALL CHILDREN'S HOSPITAL	516629505
590694358	NAPLES COMMUNITY HOSPITAL INC	509757146
590724462	WINTER HAVEN HOSPITAL INC	342872967
590747311	Southern Baptist Hospital of Florida Inc	1202839434
590774199	ST JOSEPH'S HOSPITAL INC	1191843795
590791028	HOLY CROSS HOSPITAL INC	533234459
590855412	TRUSTEES OF MEASE HOSPITAL INC	423788381
590872594	South Miami Hospital Inc	580466204
590878982	LEESBURG REGIONAL MEDICAL CENTER	232715958
590898901	Tarpon Springs Hospital Foundation Inc	115940339
590910342	Baptist Hospital of Miami Inc	1435509393
590973502	MEMORIAL HEALTH SYSTEMS INC	359401205
591006663	Boca Raton Regional Hospital Inc	529074953
591009537	CENTERSTONE OF FLORIDA INC	36616256
591101553	CIRCLES OF CARE INC	39047689
591113901	University Community Hospital Inc	659459040
591162148	APALACHEE CENTER INC	29918078
591171320	THE JEROME GOLDEN CENTER FOR	22752234
591284678	VILLA MARIA NURSING &	49951994
591460239	Jupiter Medical Center Inc	288140063
591479658	Adventist Health SystemSunbelt Inc	3876266167
591561501	LIFESTREAM BEHAVIORAL CENTER INC	49659414
591726273	Orlando Health Inc	2247806005
591917016	TALLAHASSEE MEMORIAL HEALTHCARE INC	698655227
591943502	SHANDS TEACHING HOSPITAL AND CLINICS INC	1584941279
591945163	ST JOHN'S REHABILITATION HOSPITAL	27740437
591987355	Mariners Hospital Inc	75798481
592043026	ST ANTHONY'S HOSPITAL INC	395365096
592108057	FLORIDA HOSPITAL ZEPHYRHILLS INC	153040832
592142859	SHANDS JACKSONVILLE MEDICAL CENTER INC	867191341
592301233	ASPIRE HEALTH PARTNERS INC	96933232
592315435	MARCO ISLAND HOSPITAL INC	2874376
592319288	MADISON COUNTY HOSPITAL HEALTH	10880778
592425149	Jay Hospital Inc	16608017
592447554	BETHESDA HOSPITAL INC	398249301
592477479	Cape Canaveral Hospital Inc	147404060
592496294	INDIAN RIVER MEMORIAL HOSPITAL INC	297044831
592650456	Lakeland Regional Medical Center Inc	839674800
592951990	MEMORIAL HOSPITAL FLAGLER INC	181103445
592980620	Baptist Medical Center of the Beaches Inc	116791478
593051173	CALHOUN LIBERTY HOSPITAL ASSOC INC	10503449
593140669	FLORIDA HOSPITAL WATERMAN INC	233392363
593149293	SOUTHWEST VOLUSIA HEALTHCARE CORPORATION	152242507
593202547	BAKER COUNTY MEDICAL SERVICES INC	28012801
593234721	Baptist Medical Center of Nassau Inc	65728058
593238634	H LEE MOFFITT CANCER CENTER AND	1017284444
593256803	MEMORIAL HOSPITAL - WEST VOLUSIA INC	156227638
593284221	GENESIS REHABILITATION HOSPITAL INC	101057685
593322533	South Lake Hospital Inc	233035215
593458145	FLORIDA HEALTH SCIENCES CENTER INC	1367940281
593527036	THE VILLAGES TRI-COUNTY MEDICAL CENTER	186830953
596031176	HOLMES COUNTY HOSPITAL CORPORATION	15222815
610391376	CRITTENDEN COUNTY HOSPITAL INC	13498573
610420440	HARRISON MEMORIAL HOSPITAL INC	63796479
610432526	CALDWELL COUNTY HOSPITAL INC	19463368
610444707	Baptist Healthcare System Inc	1997900399
610444716	ASHLAND HOSPITAL CORPORATION	428539365
610445850	St Elizabeth Medical Center Inc	1136010966
610458376	PIKEVILLE MEDICAL CENTER INC	527849479
610461753	METHODIST HEALTH INC	129976167
610461767	TJ SAMSON COMMUNITY HOSPITAL	181592379
610461940	Baptist Health Richmond Inc	101887388
610471581	TRIGG COUNTY HOSPITAL	18213997
610482973	JENNIE STUART MEDICAL CENTER INC	129717699
610492356	EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER	179903373
610510934	JAMES B HAGGIN MEMORIAL HOSPITAL INC	25167423
610518022	LIVINGSTON HOSPITAL & HEALTHCARE	16131464
610523298	GRAYSON COUNTY HOSPITAL FOUNDATION	42424989
610523304	ROCKCASTLE HOSPITAL & RESPIRATORY CARE	71368147
610525158	BRECKINRIDGE HEALTH INC	22706227
610594620	MEMORIAL HOSPITAL INC	61139885
610601267	MARSHALL COUNTY HOSPITAL DISTRICT	24880105
610605336	ST CLAIRE MEDICAL CENTER INC	157958737
610624096	CUMBERLAND COUNTY HOSPITAL ASSOCIATION	18464863
610654587	Baptist Health Madisonville Inc	189930982
610658773	HIGHLANDS HOSPITAL CORPORATION DBA	88250242
610661458	NORTHERN KENTUCKY MHMR REGIONAL	23805834
610668290	GREEN RIVER REGIONAL MENTAL HEALTH	42037581
610703799	Norton Hospitals Inc	1769387384
610847215	WAYNE COUNTY HOSPITAL INC	15533224
610920842	BOWLING GREEN WARREN COUNTY COMMUNITY	382622761
610965365	RUSSELL COUNTY KENTUCKY HOSPITAL	26826170
611029768	JEWISH HOSPITAL & ST MARY'S HEALTHCARE INC	785471891
611272692	Charleston Hospital Inc	71632201
611286361	Owensboro Health Inc	566578548
611293786	UNIVERSITY MEDICAL CENTER INC	596910033
611297707	CCMH CORPORATION	20070554
611334601	Saint Joseph Health System Inc	731384659
611345363	FLAGET HEALTHCARE INC	64484540
611356023	Our Lady of Bellefonte Hospital Inc	159751991
611362001	THE MEDICAL CENTER AT FRANKLIN INC	24598468
611388556	EMHFL INC	23335941
611400619	CONTINUING CARE HOSPITAL INC	11305147
611570855	BAPTIST HEALTH HOSPITALS	28525522
611649250	AURORA HEALTH CARE INC GROUP RETURN	4683706233
611663540	St Clair Health Corporation Group Return	333788516
611740292	Spectrum Health System Group Return	3358421391
620123940	BAPTIST MEMORIAL HOSPITAL	697532893
620347580	Saint Thomas West Hospital	428455078
620475842	Saint Thomas Rutherford Hospital	281994509
620476282	Mountain States Health Alliance	719485822
620479367	METHODIST HEALTHCARE - MEMPHIS HOSPITALS	2088692647
620528340	Fort Sanders Regional Medical Center	299277597
620532345	Memorial Health Care System Inc	565829626
620544855	SWEETWATER HOSPITAL ASSOCIATION	55436561
620545814	Morristown-Hamblen Hospital Association	87789809
620579512	RIDGEVIEW PSYCHIATRIC HOSPITAL	14962656
620636239	Methodist Medical Center	160631363
620646012	ST JUDE CHILDREN'S RESEARCH HOSPITAL	1021442301
620701119	Laughlin Memorial Hospital Inc	52674537
620790132	Cumberland Medical Center	78594475
620988604	MACON HOSPITAL INC	17674944
621046595	NORTHCREST MEDICAL CENTER	71533467
621113167	BAPTIST MEMORIAL HOSPITAL-TIPTON INC	117197748
621113169	SHELBY COUNTY HEALTH CARE CORPORATION	504610031
621114867	LeConte Medical Center	104634243
621138045	BAPTIST MEMORIAL HOSPITAL-UNION CITY	39619956
621166050	BAPTIST MEMORIAL HOSPITAL-	22095936
621220402	SISKIN HOSPITAL FOR PHYSICAL	48693691
621373691	Fort Loudoun Medical Center	33576011
621434530	CASE MANAGEMENT INC	9538234
621519754	BAPTIST MEMORIAL HOSPITAL-	176191147
621636465	Wellmont Health System	649188184
621816368	Wellmont Hawkins County Memorial	17689143
621869474	Saint Thomas Midtown Hospital	430473448
626002604	EAST TENNESSEE CHILDREN'S HOSPITAL	199137197
630047680	COMMUNITY HOSPITAL INC	20874097
630288856	MOBILE INFIRMARY ASSOCIATION	452957660
630288861	Providence Hospital	210757787
630288864	St Vincent's Birmingham	431233557
630307306	The Children's Hospital of Alabama	697453662
630307951	MIZELL MEMORIAL HOSPITAL INC	17476176
630308739	NOLAND HEALTH SERVICES INC	141273236
630312913	BAPTIST HEALTH SYSTEM INC	5673914
630385130	RUSSELL HOSPITAL CORPORATION	74078051
630578923	St Vincent's East	225411807
630891904	GULF HEALTH HOSPITALS INC DBA	244771136
630909073	ST VINCENT'S BLOUNT	24048529
630931008	St Vincent's Health System	155963530
630997281	BAPTIST MEMORIAL HOSPITAL-UNION COUNTY	54606706
631058174	CULLMAN REGIONAL MEDICAL CENTER INC	119730873
631143638	ESCAMBIA COUNTY ALABAMA COMMUNITY HOSPITALS INC	27974086
636000090	THE HEALTH CARE AUTHORITY OF THE CITY OF	261952385
636001820	JACKSON HOSPITAL AND CLINIC INC	250769196
640303091	St Dominic - Jackson Memorial Hospital	535211617
640306253	MISSISSIPPI BAPTIST HEALTH SYSTEMS INC	45226664
640333594	KINGS DAUGHTERS MEDICAL CENTER	103556152
640345119	RUSH MEDICAL FOUNDATION	189365583
640362400	ANDERSON REGIONAL MEDICAL CENTER	214625348
640655993	RUSH HOSPITAL - BUTLER INC	17500213
640662976	North Mississippi Medical Center Inc	799565955
640663760	BAPTIST MEMORIAL HOSPITAL-BOONEVILLE	19178424
640668465	Clay County Medical Corporation	45259702
640682111	BAPTIST MEMORIAL HOSPITAL-DESOTO INC	270675042
640741047	Tishomingo Health Services Inc	18264513
640751410	Pontotoc Health Services Inc	28584830
640770155	INDEPENDENT HEALTHCARE MANAGEMENT	27589982
640772726	BAPTIST MEMORIAL HOSPITAL-	217370407
640819193	Webster Health Services Inc	27142970
640833381	RUSH CARE INC DBA SPECIALTY	32409971
640844470	BAPTIST MEDICAL CENTER - YAZOO INC	17474179
640881013	MISSISSIPPI BAPTIST MEDICAL CENTER INC	442679352
640889822	METHODIST HEALTHCARE - OLIVE BRANCH	80964513
640926753	Marion Regional Medical Center Inc	23928161
646010402	WINSTON COUNTY MEDICAL FOUNDATION	30020380
650232993	Homestead Hospital Inc	433225705
650543088	COFFEE REGIONAL MEDICAL CENTER INC	135797158
651219504	ADVENTIST BOLINGBROOK HOSPITAL	132427172
651301877	Atlantic Health System Inc Group Return	2780694736
660177824	PRESBYTERIAN COMMUNITY HOSPITALINC	60495875
660219758	MENNONITE GENERAL HOSPITAL INC	193368741
660227304	HOSPITAL DE LA CONCEPCION INC	69593471
660258919	RYDER MEMORIAL HOSPITAL INC	39845039
660352014	Hospital General de Castaner Inc	15269805
660371418	HOSPITAL SAN CARLOS BORROMEO INC	25936229
660428922	CENTRO DE SERVICIOS PRIMARIOS DE SA LUD INC	3905435
660486907	HOSPITAL ESPAOL AUXILIO MUTUO	236592588
660561027	SERVICIOS MDICOS	53169564
660571457	HOSPITAL COMUNITARIO BUEN	38988714
680008034	SURPRISE VALLEY HEALTH CARE DISTRICT	6667406
680108919	Willits Hospital Inc	67937709
680127677	Mark Twain Medical Center	69647287
680249685	JOHN MUIR BEHAVIORAL HEALTH	42281180
680273974	SUTTER VALLEY MEDICAL FOUNDATION	1543261185
680395149	Adventist Health Clearlake Hospital Inc	99074768
680395200	SRM ALLIANCE HOSPITAL SERVICES	84819562
680673354	Roane County Medical Center	39171075
710230218	ARKANSAS METHODIST HOSPITAL CORPORATION	67632539
710236856	BAPTIST HEALTH	884115650
710236857	ARKANSAS CHILDREN'S HOSPITAL	584450121
710236870	CROSSETT HEALTH FOUNDATION DBA	36506768
710236913	CHI St Vincent Hospital Hot Springs (FKA Mercy Hospital Hot Springs)	191909095
710236917	St Vincent Infirmary Medical Center	565598693
710240352	MERCY HOSPITAL FORT SMITH	334984797
710245507	ST ANTHONY'S HOSPITAL ASSOCIATION	20293338
710246565	LEO N LEVI MEMORIAL HOSPITAL ASSOCIATION	8116102
710249735	CONWAY REGIONAL MEDICAL CENTER INC	184305997
710276839	DELTA MEMORIAL HOSPITAL	18322933
710290019	ST BERNARDS HOSPITAL INC	396641083
710294390	MERCY HOSPITAL ROGERS	253099178
710329353	Jefferson Hospital Association Inc	201613321
710403278	JOHNSON REGIONAL MEDICAL CENTER	40889944
710407683	OZARK HEALTH INC	29191137
710410601	COMMUNITY MEDICAL CENTER OF IZARD COUNTY	3434057
710411459	WHITE RIVER HEALTH SYSTEM INC	262877348
710557895	MERCY HOSPITAL WALDRON	12904080
710561765	BAXTER COUNTY REGIONAL HOSPITAL INC	229562316
710644637	HOWARD MEMORIAL HOSPITAL	25245752
710655753	MERCY HOSPITAL PARIS	11983367
710664687	Washington Regional Medical Center	283648282
710689680	MERCY HOSPITAL OZARK	12921637
710759299	MERCY HOSPITAL BERRYVILLE	19957003
710766341	OUACHITA COUNTY MEDICAL CENTER	38930318
710772737	WHITE COUNTY MEDICAL CENTER INC	269083330
710772959	SALINE COUNTY MEDICAL CENTER	133769
710787860	NORTH ARKANSAS REGIONAL MEDICAL CENTER	112123178
710797499	BRADLEY COUNTY MEDICAL CENTER	21872913
710835247	ST BERNARDS COMMUNITY HOSPITAL	17055057
710855633	UNITED METHODIST BEHAVIORAL HEALTH	22760334
711045290	HOUSTON HOSPITALS INC	253051654
716044543	JOHN ED CHAMBERS MEMORIAL HOSPITAL INC	21834445
720400933	WILLIS-KNIGHTON MEDICAL CENTER	1135835124
720408970	ST FRANCIS MEDICAL CENTER	317707668
720408982	Christus Health Northern Louisiana	239748583
720408984	Christus Health Central Louisiana	286088688
720411322	Christus Health Southwestern Louisiana	266410817
720423603	THE RAPIDES FOUNDATION	17090698
720423635	OUR LADY OF LOURDES REGIONAL MEDICAL	325229792
720423651	Our Lady of the Lake Hospital Inc	1289500835
720423659	Touro Infirmary	288886004
720423889	THE ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND	1155166000
720445607	Jennings American Legion Hospital Inc	45939308
720467503	Children's Hospital Inc	316875702
720475545	GENERAL HEALTH SYSTEM	93608007
720491106	West Louisiana Health Services Inc	44160251
720500565	Desoto Hospital Association Inc	25379712
720502505	OCHSNER CLINIC FOUNDATION	8276645664
720535375	LAFAYETTE GENERAL MEDICAL CENTER INC	514506654
720551963	SOUTHWEST LOUISIANA HOSPITAL ASSOCIATION	329083177
720652905	WOMAN'S HOSPITAL FOUNDATION	532114986
720692834	EAST JEFFERSON GENERAL HOSPITAL	364030522
720864449	WESTSIDE HABILITATION CENTER INC	17292550
720995809	Union General Hospital	14443636
721025017	BATON ROUGE GENERAL MEDICAL CENTER	403318335
721470744	OUR LADY OF THE LAKE ASCENSION COMMUNITY	73208158
721479692	SPRINGHILL MEDICAL SERVICES INC	22053872
721495500	OUR LADY OF THE LAKE ASSUMPTION	6592735
721526400	Wamego Hospital Association Inc	12711661
721531917	ASCENSION ST CLARE'S HOSPITAL INC	130383979
721561061	Intracare Hospital North	18959396
726012041	LAFOURCHE PARISH HOSPITAL SERVICE DIST 1	32780859
730570773	NEWMAN MEMORIAL HOSPITAL INC	8255246
730579285	MERCY HOSPITAL OKLAHOMA CITY	511253875
730579286	St John Medical Center Inc	525133865
730579295	Farmers Union Hospital Association	59385674
730580264	THE CHILDREN'S CENTER INC	50225050
730606129	Jane Phillips Memorial Medical Center	102573684
730657693	SSM Health Care of Oklahoma	596312776
730662663	St John Sapulpa Inc	19586699
730700090	Saint Francis Hospital Inc	1036399410
730790960	Purcell Municipal Hospital	13608905
730977997	ADAIR COUNTY HEALTH CENTER INC	37232497
731008550	Duncan Regional Hospital Inc	151633561
731034824	INTEGRIS BAPTIST MEDICAL CENTER INC	903916729
731089149	INTEGRIS SO OKLAHOMA CITY HOSPCORP	249677983
731192765	INTEGRIS AMBULATORY CARE CORP	219498307
731235996	Coal County General Hospital	8477850
731280067	Parkside Inc	15074516
731308273	Laureate Psychiatric Clinic and HospitalInc	42913159
731440267	Jane Phillips Nowata Hospital Inc	5636085
731444504	INTEGRIS RURAL HEALTH INC	263223130
731500629	MERCY HOSPITAL ARDMORE	168728851
731547175	LAWRENCE MEMORIAL HEALTH FOUNDATION	8194592
736617937	McCurtain Memorial Medical	20334133
741100555	TEXAS CHILDREN'S HOSPITAL	2419593176
741109636	ASCENSION PROVIDENCE	230249714
741109643	ASCENSION SETON	1749935966
741109665	Christus Santa Rosa Health Care Corporation	715305470
741109836	Christus Spohn Health System Corporation	819625227
741152597	Memorial Hermann Health System	4946988419
741153067	Clarity Child Guidance Center	28624381
741161938	CHI St Luke's Health Baylor College of Medicine Medical Center	956242136
741161944	Hillcrest Baptist Medical Center	303786995
741166904	Scott & White Memorial Hospital	1009130548
741180155	THE METHODIST HOSPITAL	1882016804
741282696	St Joseph Regional Health Center	469236505
741287016	Methodist Healthcare Ministries	98326081
741303720	Baptist Hospitals of Southeast Texas	270341504
741356589	St David's Foundation	66730530
741385192	Community Hospital of Brazosport	72973281
741393060	KNAPP MEDICAL CENTER	125472141
741394418	COLUMBUS COMMUNITY HOSPITAL	31247803
741461220	Frio Hospital Association	19356783
741471231	FALLS COMMUNITY HOSPITAL & CLINIC INC	19991957
741595711	Scott & White Hospital-Taylor	23369722
742044647	NATIONAL JEWISH HEALTH	313987559
742206635	MISSION HOSPITAL INC	152485252
742225672	METROPLEX ADVENTIST HOSPITAL INC	129279842
742323822	Yoakum Community Hospital	25259527
742427148	GEORGETOWN HEALTHCARE SYSTEM INC	4266974
742517055	Schoolcraft Memorial Hospital	39431697
742519752	Scott & White Hospital Brenham	37455951
742548761	MEXICO MEDICAL MISSIONS	1150338
742557820	SID PETERSON MEMORIAL HOSPITAL	161596583
742577746	Driscoll Children's Hospital	309765073
742759890	Burleson St Joseph Health Center	10950988
742761145	Madison St Joseph Health Center	11292980
742826278	RURAL HEALTH RESOURCES OF JACKSON CO INC	18560917
742842747	West Central Kansas Association Inc	17262564
742849611	Saint Lukes Hospital of Garnett Inc	28577084
742851819	ARTESIA GENERAL HOSPITAL	69954336
742898615	Christus Continuing Care	20139861
742941598	Val Verde Hospital Corporation	74324546
743019849	St Mark's Medical Center	30344075
743107055	St Vincent Carmel Hospital Inc	133139196
743177454	RICHMOND MEDICAL CENTER	342862042
746083124	Hill Country Memorial Hospital	88946623
750703337	Parmer County Community Hospital	11458074
750711276	CROSBYTON CLINIC HOSPITAL	5500110
750755367	Memorial Health System of East Texas	164430510
750800628	Children's Health Clinical Operations	1271366300
750800661	Methodist Hospitals of Dallas	1413034193
750818167	Mother Frances Hospital Regional Health Care	686726477
750818178	Texas Scottish Rite Hospital for Crippled	223675952
750827446	Hendrick Medical Center	386339354
750972805	Texas Health Arlington Memorial Hospital	294199131
750974351	CHRISTUS Good Shepherd Medical Center	431081356
751008430	Baylor All Saints Medical Center	374436777
751037226	Baylor Institute for Rehabilitation	0
751037591	Baylor Medical Centers at Garland and	167293632
751047527	Texas Health Presbyterian Hospital Dallas	619407494
751438726	Texas Health Harris Methodist Hospital	245397343
751648589	Texas Health Specialty Hospital Fort Worth	7711933
751748586	Texas Health Harris Methodist Hospital Azle	36535519
751752253	Texas Health Harris Methodist Hospital	49058478
751777119	Baylor Regional Medical Center at	212133489
751837454	Baylor University Medical Center	1058153345
751844139	Baylor Medical Center at Waxahachie	186904422
751912147	United Regional Health Care System	348907006
751976930	Mother Frances Hospital - Jacksonville	46040977
751977850	Texas Health Harris Methodist Hospital	71305208
752051646	Cook Children's Medical Center	981175755
752246348	METHODIST HOSPITAL LEVELLAND	24887718
752426010	METHODIST HOSPITAL PLAINVIEW	45480621
752428911	METHODIST CHILDREN'S HOSPITAL	216473081
752559845	Shannon Medical Center	335868407
752586857	Baylor Medical Center at Irving	223030450
752663904	Memorial Medical Center - San Augustine	7258841
752678857	Texas Health Harris Methodist Hospital	295456802
752702388	Texas Health Resources w o 926 5471	722502794
752765566	Covenant Health System	686425076
752770738	Texas Health Presbyterian Hospital Plano	360614864
752771437	Texas Health Presbyterian Hospital Kaufman	36196359
752771569	Mother Frances Hospital - Winnsboro	20365426
752796815	Christus Health Ark-La-Tex	336026135
752890358	Texas Health Presbyterian Hospital Allen	86469903
753052953	BJC HEALTH SYSTEM GROUP RETURN	4906605548
753054855	Mercy Restorative Care Hospital Inc	17188232
756001743	Texas Health Harris Methodist Hospital	805865327
760436439	MEMORIAL MEDICAL CENTER - LIVINGSTON	47152497
760536232	St Lukes Health System Corporation	168875373
760536234	St Lukes Community Health Services	224333440
760591590	Christus Health Southeast Texas	407884426
760698013	PALACIOS COMMUNITY MEDICAL CENTER	6094682
770003859	LUCILE SALTER PACKARD CHILDREN'S	1754233619
770258013	Adventist Health Delano	81122804
770599553	Dickenson Community Hospital	9657125
770637498	MCKENZIE COUNTY HEALTHCARE SYSTEMS INC	39775761
800584319	VALLEY HEALTH SYSTEM GROUP RETURN	950933267
800618988	LAWRENCE COUNTY MEMORIAL HOSPITAL	18099968
800764192	Orlando Health Central Inc	234728516
800785570	TANNER MEDICAL CENTER GROUP RETURN	270453214
810221486	ST LUKE COMMUNITY HOSPITAL	41180601
810224734	Memorial Hospital Association	15895366
810226578	NORTHEAST MONTANA HEALTH SERVICES	29724355
810231784	Billings Clinic	710874444
810231785	ST JAMES HEALTHCARE	110258020
810231786	FRANCES MAHON DEACONESS HOSPITAL	28979017
810231787	Northern Montana Hospital	68004014
810231789	MONTANA CHILDREN'S HOME & HOSPITAL INC	30596101
810231792	HOLY ROSARY HEALTHCARE	50635810
810231793	PROVIDENCE HEALTH & SERVICES - MONTANA	383164879
810232121	Bozeman Deaconess Health Services	109541021
810232122	BENEFIS HOSPITALS INC	996678338
810232124	ST VINCENT HEALTHCARE	391734163
810232406	Pondera Medical Center	15421805
810233121	ST PETER'S HEALTH	250346856
810233499	SIDNEY HEALTH CENTER	72057113
810236460	MADISON VALLEY HOSPITAL ASSOCIATION INC	9649009
810240726	MARCUS DALY MEMORIAL HOSPITAL	71636010
810241755	St John's Lutheran Hospital Inc	35778230
810243720	SHERIDAN MEMORIAL HOSPITAL ASSOCIATION	12633582
810245848	ROUNDUP MEMORIAL HOSPITAL ASSOCIATION	9586212
810247969	NORTH VALLEY HOSPITAL INC	67046024
810255832	MOUNTAINVIEW MEDICAL CENTER INC	5735822
810264548	DAHL MEMORIAL HEALTHCARE ASSN	3278784
810269223	MCCONE COUNTY HEALTH CENTER INC	3865491
810286525	STILLWATER HOSPITAL ASSOCIATION	11201451
810291695	BIG SANDY MEDICAL CENTER INC	3732787
810303913	COMMUNITY HOSPITAL OF ANACONDA	65468955
810373589	CULBERTSON FROID BAINVILLE	5938207
810378200	Livingston Healthcare	56502908
810384618	BIG HORN HOSPITAL ASSOCIATION	16425652
810392231	Wheatland Memorial Healthcare	7715642
810398400	TOWNSEND HEALTH SYSTEMS INC	6765818
810405434	ROSEBUD COMMUNITY HOSPITAL INC	8425688
810420653	NORTHWEST HORIZONS INC	14416369
810421823	MISSOULA COMMUNITY HEALTH SERVICES	7286105
810463482	PROVIDENCE ST JOSEPH MEDICAL CENTER	40798357
810469886	POWELL COUNTY MEMORIAL HOSPITAL ASSOC	17378967
810475376	PLAINS HOSPITAL CORPORATION	21628403
810515463	LIBERTY COUNTY HOSPITAL & NURSING HOME	8082461
810530457	NORTHERN ROCKIES MEDICAL CENTER INC	9684841
810600548	RIVER HOSPITAL INC	22256245
810837031	WELLSTAR ATLANTA MEDICAL CENTER INC	386476049
810851756	WELLSTAR NORTH FULTON HOSPITAL	147139789
810864789	WELLSTAR SPALDING REGIONAL HOSPITAL INC	138430565
810875069	WELLSTAR SYLVAN GROVE HOSPITAL	11870716
810977948	MCHS Hospitals Inc	1023480250
811312058	THE MEDICAL CENTER AT CLINTON COUNTY INC	14005395
811708177	CHRISTUS HOPKINS HEALTH ALLIANCE	97876324
811723202	PRISMA HEALTH-UPSTATE	2026099715
812240617	Adventist Health Medical Ctr Tehachapi	26855304
812677745	LITTLE RIVER MEDICAL CENTER INC	10420186
812772554	MCLEOD HEALTH CLARENDON	45895094
812792484	Texas Health Seay Behavioral Health Hospital	9085924
812798838	Texas Health Springwood Behavioral Health	12151176
812817266	Adams County Regional Medical Center	8076978
813021580	FOUNDATION HEALTH LLC	295904408
813040663	Baylor Scott & White Medical Centers-	16418370
813048423	ContinueCare Hospital at Palmetto Health	13790288
813257997	BAPTIST MEMORIAL HOSPITAL-CALHOUN INC	12224601
813747248	Saint Francis Hospital Vinita Inc	20436849
814322087	Saint Francis Hospital Muskogee Inc	150085674
814653630	SHC Medical Center - Yakima	138783687
814670687	SHC Medical Center - Toppenish	23224756
814791043	ST JOSEPH HEALTH NORTHERN CALIFORNIA LLC	845736470
815034179	UNITYPOINT HEALTH-MARSHALLTOWN	74110987
815056290	VASSAR HEALTH CONNECTICUT INC	51519194
815174295	INDIANA UNIVERSITY HEALTH FRANKFORT INC	24083016
816016016	Glendive Medical Center	42590338
816016152	Phillips County Hospital Association	6741406
816016920	DANIELS MEMORIAL HOSPITAL	8603228
820146328	GRITMAN MEDICAL CENTER INC	66021525
820161600	St Luke's Regional Medical Center Ltd	1469293963
820200895	SAINT ALPHONSUS REGIONAL MEDICAL CENTER	693809598
820200896	SAINT ALPHONSUS MEDICAL CENTER - NAMPA	164559131
820207116	Bonner General Hospital Inc	58237308
820226453	ST MARY'S HOSPITAL INC	21352431
820497771	CLEARWATER VALLEY HOSPITAL AND CLINICS	22527779
820551704	Baylor Regional Medical Center at Plano	186822993
820558836	Lisbon Area Health Services	11016704
820906268	Merrick Medical Center	14350810
821162805	St Luke's Nampa Medical Center Ltd	129190134
821406555	Highmark Health Group	3596635859
821682066	Fishermens Health Inc	31138822
822567308	Florida Hospital Dade City Inc	34543665
822577178	ARH TUG VALLEY HEALTH SERVICES INC	108454450
822736786	INDIANA UNIVERSITY HEALTH JAY INC	34389195
822748395	CHI MEMORIAL HOSPITAL - GEORGIA	23265333
822913146	COVENANT MEDICAL CENTER	507493641
823745228	UNC Rockingham Health Care Inc	76596072
823844150	BAPTIST MEMORIAL HOSPITAL-CRITTENDEN	13901582
823914925	Navicent Health Baldwin Inc	55749324
824052186	Baylor Scott & White Medical Center -	103524265
824194264	Piedmont Walton Hospital Inc	71660865
824314522	St Luke's Des Peres Episcopal-	89656120
824372339	Florida Hospital Ocala Inc	121981220
824971362	SALEM COUNTY HOSPITAL CORP	54128427
825388429	UNITY MEDICAL CENTER INC	20456290
825426152	BAPTIST HEALTH REGIONAL HOSPITALS	43690476
826000422	WALTER KNOX MEMORIAL HOSPITAL	19181344
830279242	WYOMING MEDICAL CENTER INC	284119662
830300467	POWELL VALLEY HEALTH CARE INC	47119609
830343789	WRMC HOSPITAL OPERATING CORPORATION	84051395
830893719	SELF REGIONAL HEALTHCARE PARTNERS	12566575
831362276	METHODIST FREMONT HEALTH	28190442
831605004	Ochsner LSU Health System of North Louisiana	524374405
831683025	Gainesville Community Hospital Inc	30196238
831954982	Texas Health Hospital Frisco	9747178
832249459	Mosaic Medical Center Maryville	15640511
832351753	Adventist Health Tulare	47502645
833856917	LUMINIS HEALTH J KENT MCNEW FAMILY	2549992
834672945	AdventHealth Polk South Inc	23385283
836000182	HOT SPRINGS COUNTY HOSPITAL DIST	23694473
840166760	CHILDREN'S HOSPITAL COLORADO	1115520807
840175870	Boulder Community Health	381457208
840255530	LUTHERAN HOSPITAL ASSOC OF THE SAN	102866720
840398876	YAMPA VALLEY MEDICAL CENTER	103887849
840404233	CRAIG HOSPITAL	120213735
840405257	Catholic Health Initiatives Colorado	1986825346
840417134	SAINT JOSEPH HOSPITAL INC	532926207
840425720	ST MARY'S HOSPITAL & MEDICAL CENTER INC	386613191
840438224	Portercare Adventist Health System	1212250476
840446259	VALLEY VIEW HOSPITAL ASSOCIATION	224755889
840447998	LOWER VALLEY HOSPITAL ASSOCIATION	62325081
840460697	Longmont United Hospital	165230021
840469270	Colorado West Healthcare System	150439818
840482695	BRIGHTON COMMUNITY HOSPITAL ASSOCIATION	143537872
840563230	VAIL CLINIC INC	196676008
840586742	TRINIDAD AREA HEALTH ASSOCIATION	37058759
840935136	PARKVIEW MEDICAL CENTER INC	506810331
841103606	SCL HEALTH - FRONT RANGE INC	862620118
